date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:03:44	10056/10056	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:53:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-includes/js/jquery/jquery-migrate.min330a.js?ver=1.4.1	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-includes/js/jquery/jquery-migrate.min330a330a.js	(from https://legittechreviews.com/easywaxoff/review/)
12:03:45	1318/1318	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min7661.js?ver=5.4.2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/jquery.bind-first-0.2.3.min76617661.js	(from https://legittechreviews.com/easywaxoff/review/)
12:03:46	1751/1751	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c71.js?ver=2.1.3	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/js.cookie-2.1.3.min4c714c71.js	(from https://legittechreviews.com/easywaxoff/review/)
12:03:47	52915/52915	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/public22a1.js?ver=7.1.9	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/pixelyoursite/dist/scripts/public22a122a1.js	(from https://legittechreviews.com/easywaxoff/review/)
12:03:48	81439/81439	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2010:38:04%20GMT	https://legittechreviews.com/easywaxoff/review/wp-json/index.html	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-json/index.html	(from https://legittechreviews.com/easywaxoff/review/)
12:03:49	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Fri,%2018%20Sep%202020%2006:03:50%20GMT	https://legittechreviews.com/easywaxoff/review/xmlrpc0db0.php?rsd	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/xmlrpc0db0.130db0.delayed	(from https://legittechreviews.com/easywaxoff/review/)
12:03:51	1045/1045	---M--	200	added ('OK')	application/xml	date:Wed,%2015%20Jul%202020%2021:53:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-includes/wlwmanifest.xml	(from https://legittechreviews.com/easywaxoff/review/)
12:03:52	2553/2553	---M--	200	added ('OK')	application/json	date:Sun,%2023%20Aug%202020%2010:38:04%20GMT	https://legittechreviews.com/easywaxoff/review/wp-json/oembed/1.0/embedeeb3.json?url=https%3A%2F%2Fwww.easy-waxoff.com%2F	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-json/oembed/1.0/embedeeb3eeb3.json	(from https://legittechreviews.com/easywaxoff/review/)
12:03:53	2701/2701	---M--	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2010:38:06%20GMT	https://legittechreviews.com/easywaxoff/review/wp-json/oembed/1.0/embed2e63?url=https%3A%2F%2Fwww.easy-waxoff.com%2F&format=xml	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-json/oembed/1.0/embed2e632e63.html	(from https://legittechreviews.com/easywaxoff/review/)
12:03:54	315/315	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2018%20Sep%202020%2006:03:54%20GMT	https://legittechreviews.com/easywaxoff/www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/www.google-analytics.com/analytics.17.delayed	(from https://legittechreviews.com/easywaxoff/review/)
12:03:55	874/874	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2019:12:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-32x32.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-32x32.png	(from https://legittechreviews.com/easywaxoff/review/)
12:03:56	9301/9301	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2019:12:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-192x192.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-192x192.png	(from https://legittechreviews.com/easywaxoff/review/)
12:03:57	16441/16441	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2019:12:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-180x180.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cropped-%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-188-2-180x180.png	(from https://legittechreviews.com/easywaxoff/review/)
12:03:58	1650/1650	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202020%2021:57:06%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/star.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/star.png	(from https://legittechreviews.com/easywaxoff/review/)
12:04:01	377910/377910	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Jul%202020%2018:48:36%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/elementor/thumbs/%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-185-osicpf8oyh5yhu93c74hmz5l5xdz1zucih9qts2pl0.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/elementor/thumbs/%ce%a3%cf%84%ce%b9%ce%b3%ce%bc%ce%b9%cf%8c%cf%84%cf%85%cf%80%ce%bf-%ce%bf%ce%b8%cf%8c%ce%bd%ce%b7%cf%82-185-osicpf8oyh5yhu93c74hmz5l5xdz1zucih9qts2pl0.png	(from https://legittechreviews.com/easywaxoff/review/)
12:04:02	264988/264988	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jul%202020%2018:20:56%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/easewaxoff2.jpg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/easewaxoff2.jpg	(from https://legittechreviews.com/easywaxoff/review/)
12:04:03	82461/82461	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jul%202020%2018:22:30%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/QGrip1.jpg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/QGrip1.jpg	(from https://legittechreviews.com/easywaxoff/review/)
12:04:04	229678/229678	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jul%202020%2018:21:36%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/QGrip2.jpg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/QGrip2.jpg	(from https://legittechreviews.com/easywaxoff/review/)
12:04:06	121915/121915	---M--	200	added ('OK')	image/jpeg	date:Fri,%2017%20Jul%202020%2017:44:46%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cleanr.jpg	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/cleanr.jpg	(from https://legittechreviews.com/easywaxoff/review/)
12:04:07	15572/15572	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2010:38:10%20GMT	https://legittechreviews.com/easywaxoff/review/terms-of-business/index.html	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/terms-of-business/index.html	(from https://legittechreviews.com/easywaxoff/review/)
12:04:07	1338819/1338819	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202020%2022:34:10%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/circle-cropped-5-1024x1024.png	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/uploads/2020/07/circle-cropped-5-1024x1024.png	(from https://legittechreviews.com/easywaxoff/review/)
12:04:08	26710/26710	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2010:38:12%20GMT	https://legittechreviews.com/easywaxoff/review/privacy-policy/index.html	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/privacy-policy/index.html	(from https://legittechreviews.com/easywaxoff/review/)
12:04:09	14772/14772	---M-Z	200	added ('OK')	text/html	date:Sun,%2023%20Aug%202020%2010:38:12%20GMT	https://legittechreviews.com/easywaxoff/review/contact/index.html	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/contact/index.html	(from https://legittechreviews.com/easywaxoff/review/)
12:04:10	1434/1434	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:53:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-includes/js/wp-embed.min7661.js?ver=5.4.2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-includes/js/wp-embed.min76617661.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:13	17/17	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/js/main7661.js?ver=5.4.2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/js/main76617661.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:13	36868/36868	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/js/bootstrap.min7661.js?ver=5.4.2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/themes/your-clean-template-3/js/bootstrap.min76617661.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:14	60475/60475	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/js/frontend-modules.mincaa5.js?ver=2.9.13	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/js/frontend-modules.mincaa5caa5.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:15	6595/6595	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min0ad8.js?ver=2.10.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min0ad80ad8.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:17	134128/134128	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor-pro/assets/js/frontend.min0ad8.js?ver=2.10.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor-pro/assets/js/frontend.min0ad80ad8.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:17	6482/6482	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:53:18%20GMT	https://legittechreviews.com/easywaxoff/review/wp-includes/js/jquery/ui/position.mine899.js?ver=1.11.4	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-includes/js/jquery/ui/position.mine899e899.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:18	10695/10695	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9e.js?ver=4.7.6	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/dialog/dialog.minae9eae9e.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:19	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js?ver=4.0.2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da05da.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:21	139153/139153	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js?ver=5.3.6	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f548f5.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:22	2635/2635	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/share-link/share-link.mincaa5.js?ver=2.9.13	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/share-link/share-link.mincaa5caa5.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:24	117731/117731	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/js/frontend.mincaa5.js?ver=2.9.13	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/js/frontend.mincaa5caa5.js	(from https://legittechreviews.com/easywaxoff/review/)
12:04:25	184780/184780	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.eot?5.7.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
12:04:26	81224/81224	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.woff2?5.7.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.woff2	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
12:04:28	98704/98704	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.woff?5.7.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.woff	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
12:04:29	184620/184620	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.ttf?5.7.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.ttf	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
12:04:32	270214/270214	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884.svg?5.7.0	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsf884f884.svg	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min87e8.css?ver=5.7.0)
12:04:32	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
12:04:33	131930/131930	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot?	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41dd41d.eot	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
12:04:34	75936/75936	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
12:04:35	89100/89100	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
12:04:43	131624/131624	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202020%2021:55:24%20GMT	https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/easywax/legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://legittechreviews.com/easywaxoff/review/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.minb683.css?ver=5.12.0)
